source,target,weight
"Hu, Jianfei","Lei, Meng",1
"Hu, Jianfei","Tong, Wei",1
"Hu, Jianfei","Wang, Jin",1
"Hu, Jianfei","Zhang, Bo",1
"Hu, Jianfei","Zhang, Haiqing",1
"Hu, Jianfei","Zhang, Yilin",2
"Hu, Jianfei","Zhao, Hui",1
"Hu, Jianfei","Zhang, Xiaowei",1
"Hu, Jianfei","Li, Shuangli",1
"Cheng, Xiaojie","Hu, Jianfei",1
"Hu, Jianfei","Zhang, Xiuqing",1
"Hu, Jianfei","Liu, Bin",2
"Hu, Jianfei","Liu, Siqi",2
"Dong, Wei","Hu, Jianfei",1
"Hu, Jianfei","Wong, Gane Ka-Shu",1
"Hu, Jianfei","Zhu, Qingyu",1
"Wang, Caiping","Yan, Chunxia",1
"Wang, Caiping","Zhang, Qingrun",1
"Bao, Jingyue","Wang, Caiping",1
"Li, Guoqing","Wang, Caiping",1
"Chen, Weijun","Wang, Caiping",1
"Fang, Lin","Wang, Caiping",1
"Li, Changfeng","Wang, Caiping",1
"Lei, Meng","Wang, Caiping",1
"Li, Dawei","Wang, Caiping",1
"Tong, Wei","Wang, Caiping",1
"Tian, Xiangjun","Wang, Caiping",1
"Wang, Caiping","Wang, Jin",1
"Wang, Caiping","Zhang, Bo",1
"Wang, Caiping","Zhang, Haiqing",1
"Wang, Caiping","Zhang, Yilin",1
"Wang, Caiping","Zhao, Hui",1
"Wang, Caiping","Zhang, Xiaowei",1
"Li, Shuangli","Wang, Caiping",1
"Cheng, Xiaojie","Wang, Caiping",1
"Wang, Caiping","Zhang, Xiuqing",1
"Liu, Bin","Wang, Caiping",1
"Wang, Caiping","Zeng, Changqing",1
"Li, Songgang","Wang, Caiping",1
"Tan, Xuehai","Wang, Caiping",1
"Liu, Siqi","Wang, Caiping",1
"Dong, Wei","Wang, Caiping",1
"Wang, Caiping","Wang, Jun",1
"Wang, Caiping","Wong, Gane Ka-Shu",1
"Wang, Caiping","Yu, Jun",1
"Wang, Caiping","Wang, Jian",1
"Wang, Caiping","Zhu, Qingyu",1
"Wang, Caiping","Yang, Huanming",1
"Yan, Chunxia","Zhang, Qingrun",1
"Bao, Jingyue","Yan, Chunxia",1
"Li, Guoqing","Yan, Chunxia",1
"Chen, Weijun","Yan, Chunxia",1
"Fang, Lin","Yan, Chunxia",1
"Li, Changfeng","Yan, Chunxia",1
"Lei, Meng","Yan, Chunxia",1
"Li, Dawei","Yan, Chunxia",1
"Tong, Wei","Yan, Chunxia",1
"Tian, Xiangjun","Yan, Chunxia",1
"Wang, Jin","Yan, Chunxia",1
"Yan, Chunxia","Zhang, Bo",1
"Yan, Chunxia","Zhang, Haiqing",1
"Yan, Chunxia","Zhang, Yilin",1
"Yan, Chunxia","Zhao, Hui",1
"Yan, Chunxia","Zhang, Xiaowei",1
"Li, Shuangli","Yan, Chunxia",1
"Cheng, Xiaojie","Yan, Chunxia",1
"Yan, Chunxia","Zhang, Xiuqing",1
"Liu, Bin","Yan, Chunxia",1
"Yan, Chunxia","Zeng, Changqing",1
"Li, Songgang","Yan, Chunxia",1
"Tan, Xuehai","Yan, Chunxia",1
"Liu, Siqi","Yan, Chunxia",1
"Dong, Wei","Yan, Chunxia",1
"Wang, Jun","Yan, Chunxia",1
"Wong, Gane Ka-Shu","Yan, Chunxia",1
"Yan, Chunxia","Yu, Jun",1
"Wang, Jian","Yan, Chunxia",1
"Yan, Chunxia","Zhu, Qingyu",1
"Yan, Chunxia","Yang, Huanming",1
"Bao, Jingyue","Zhang, Qingrun",1
"Li, Guoqing","Zhang, Qingrun",1
"Chen, Weijun","Zhang, Qingrun",1
"Fang, Lin","Zhang, Qingrun",1
"Li, Changfeng","Zhang, Qingrun",1
"Lei, Meng","Zhang, Qingrun",1
"Li, Dawei","Zhang, Qingrun",1
"Tian, Xiangjun","Zhang, Qingrun",1
"Wang, Jin","Zhang, Qingrun",1
"Zhang, Bo","Zhang, Qingrun",1
"Zhang, Haiqing","Zhang, Qingrun",1
"Zhang, Qingrun","Zhang, Yilin",1
"Zhang, Qingrun","Zhao, Hui",1
"Zhang, Qingrun","Zhang, Xiaowei",1
"Li, Shuangli","Zhang, Qingrun",1
"Cheng, Xiaojie","Zhang, Qingrun",1
"Zhang, Qingrun","Zhang, Xiuqing",1
"Liu, Bin","Zhang, Qingrun",1
"Zeng, Changqing","Zhang, Qingrun",1
"Li, Songgang","Zhang, Qingrun",1
"Tan, Xuehai","Zhang, Qingrun",1
"Liu, Siqi","Zhang, Qingrun",1
"Wang, Jun","Zhang, Qingrun",1
"Wong, Gane Ka-Shu","Zhang, Qingrun",1
"Yu, Jun","Zhang, Qingrun",1
"Zhang, Qingrun","Zhu, Qingyu",1
"Bao, Jingyue","Li, Guoqing",1
"Bao, Jingyue","Chen, Weijun",1
"Bao, Jingyue","Fang, Lin",1
"Bao, Jingyue","Li, Changfeng",1
"Bao, Jingyue","Lei, Meng",1
"Bao, Jingyue","Li, Dawei",1
"Bao, Jingyue","Tong, Wei",1
"Bao, Jingyue","Tian, Xiangjun",1
"Bao, Jingyue","Wang, Jin",1
"Bao, Jingyue","Zhang, Bo",1
"Bao, Jingyue","Zhang, Haiqing",1
"Bao, Jingyue","Zhang, Yilin",1
"Bao, Jingyue","Zhao, Hui",1
"Bao, Jingyue","Zhang, Xiaowei",1
"Bao, Jingyue","Li, Shuangli",1
"Bao, Jingyue","Cheng, Xiaojie",1
"Bao, Jingyue","Zhang, Xiuqing",1
"Bao, Jingyue","Liu, Bin",1
"Bao, Jingyue","Zeng, Changqing",1
"Bao, Jingyue","Li, Songgang",1
"Bao, Jingyue","Tan, Xuehai",1
"Bao, Jingyue","Liu, Siqi",1
"Bao, Jingyue","Dong, Wei",1
"Bao, Jingyue","Wang, Jun",1
"Bao, Jingyue","Wong, Gane Ka-Shu",1
"Bao, Jingyue","Yu, Jun",1
"Bao, Jingyue","Wang, Jian",1
"Bao, Jingyue","Zhu, Qingyu",1
"Bao, Jingyue","Yang, Huanming",1
"Chen, Weijun","Li, Guoqing",1
"Fang, Lin","Li, Guoqing",1
"Li, Changfeng","Li, Guoqing",1
"Lei, Meng","Li, Guoqing",1
"Li, Dawei","Li, Guoqing",1
"Li, Guoqing","Tong, Wei",1
"Li, Guoqing","Wang, Jin",1
"Li, Guoqing","Zhang, Bo",1
"Li, Guoqing","Zhang, Haiqing",1
"Li, Guoqing","Zhang, Yilin",1
"Li, Guoqing","Zhao, Hui",1
"Li, Guoqing","Li, Shuangli",1
"Cheng, Xiaojie","Li, Guoqing",1
"Li, Guoqing","Zhang, Xiuqing",1
"Li, Guoqing","Liu, Bin",2
"Li, Guoqing","Li, Songgang",2
"Li, Guoqing","Tan, Xuehai",1
"Dong, Wei","Li, Guoqing",1
"Li, Guoqing","Wong, Gane Ka-Shu",1
"Li, Guoqing","Yu, Jun",2
"Li, Guoqing","Zhu, Qingyu",1
"Chen, Weijun","Fang, Lin",1
"Chen, Weijun","Li, Changfeng",1
"Chen, Weijun","Lei, Meng",1
"Chen, Weijun","Li, Dawei",1
"Chen, Weijun","Tong, Wei",1
"Chen, Weijun","Tian, Xiangjun",1
"Chen, Weijun","Wang, Jin",1
"Chen, Weijun","Zhang, Bo",1
"Chen, Weijun","Zhang, Haiqing",1
"Chen, Weijun","Zhang, Yilin",1
"Chen, Weijun","Zhao, Hui",1
"Chen, Weijun","Zhang, Xiaowei",1
"Chen, Weijun","Li, Shuangli",1
"Chen, Weijun","Cheng, Xiaojie",1
"Chen, Weijun","Zhang, Xiuqing",1
"Chen, Weijun","Liu, Bin",1
"Chen, Weijun","Zeng, Changqing",1
"Chen, Weijun","Li, Songgang",1
"Chen, Weijun","Tan, Xuehai",1
"Chen, Weijun","Liu, Siqi",1
"Chen, Weijun","Dong, Wei",1
"Chen, Weijun","Wang, Jun",1
"Chen, Weijun","Wong, Gane Ka-Shu",1
"Chen, Weijun","Yu, Jun",1
"Chen, Weijun","Wang, Jian",1
"Chen, Weijun","Zhu, Qingyu",1
"Chen, Weijun","Yang, Huanming",1
"Fang, Lin","Li, Changfeng",1
"Fang, Lin","Lei, Meng",1
"Fang, Lin","Li, Dawei",1
"Fang, Lin","Tong, Wei",1
"Fang, Lin","Tian, Xiangjun",1
"Fang, Lin","Wang, Jin",1
"Fang, Lin","Zhang, Bo",1
"Fang, Lin","Zhang, Haiqing",1
"Fang, Lin","Zhang, Yilin",1
"Fang, Lin","Zhao, Hui",1
"Fang, Lin","Zhang, Xiaowei",1
"Fang, Lin","Li, Shuangli",1
"Cheng, Xiaojie","Fang, Lin",1
"Fang, Lin","Zhang, Xiuqing",1
"Fang, Lin","Liu, Bin",1
"Fang, Lin","Zeng, Changqing",1
"Fang, Lin","Li, Songgang",1
"Fang, Lin","Tan, Xuehai",1
"Fang, Lin","Liu, Siqi",1
"Dong, Wei","Fang, Lin",1
"Fang, Lin","Wang, Jun",1
"Fang, Lin","Wong, Gane Ka-Shu",1
"Fang, Lin","Yu, Jun",1
"Fang, Lin","Wang, Jian",1
"Fang, Lin","Zhu, Qingyu",1
"Fang, Lin","Yang, Huanming",1
"Lei, Meng","Li, Changfeng",1
"Li, Changfeng","Li, Dawei",1
"Li, Changfeng","Tong, Wei",1
"Li, Changfeng","Tian, Xiangjun",1
"Li, Changfeng","Wang, Jin",1
"Li, Changfeng","Zhang, Bo",1
"Li, Changfeng","Zhang, Haiqing",1
"Li, Changfeng","Zhang, Yilin",1
"Li, Changfeng","Zhao, Hui",1
"Li, Changfeng","Zhang, Xiaowei",1
"Li, Changfeng","Li, Shuangli",1
"Cheng, Xiaojie","Li, Changfeng",1
"Li, Changfeng","Zhang, Xiuqing",1
"Li, Changfeng","Liu, Bin",1
"Li, Changfeng","Zeng, Changqing",1
"Li, Changfeng","Li, Songgang",1
"Li, Changfeng","Tan, Xuehai",1
"Li, Changfeng","Liu, Siqi",1
"Dong, Wei","Li, Changfeng",1
"Li, Changfeng","Wang, Jun",1
"Li, Changfeng","Wong, Gane Ka-Shu",1
"Li, Changfeng","Yu, Jun",1
"Li, Changfeng","Wang, Jian",1
"Li, Changfeng","Zhu, Qingyu",1
"Li, Changfeng","Yang, Huanming",1
"Lei, Meng","Li, Dawei",1
"Lei, Meng","Tong, Wei",1
"Lei, Meng","Tian, Xiangjun",1
"Lei, Meng","Wang, Jin",1
"Lei, Meng","Zhang, Bo",1
"Lei, Meng","Zhang, Haiqing",1
"Lei, Meng","Zhang, Yilin",1
"Lei, Meng","Zhao, Hui",1
"Lei, Meng","Zhang, Xiaowei",1
"Lei, Meng","Li, Shuangli",1
"Cheng, Xiaojie","Lei, Meng",1
"Lei, Meng","Zhang, Xiuqing",1
"Lei, Meng","Liu, Bin",1
"Lei, Meng","Zeng, Changqing",1
"Lei, Meng","Li, Songgang",1
"Lei, Meng","Tan, Xuehai",1
"Lei, Meng","Liu, Siqi",1
"Dong, Wei","Lei, Meng",1
"Lei, Meng","Wang, Jun",1
"Lei, Meng","Wong, Gane Ka-Shu",1
"Lei, Meng","Yu, Jun",1
"Lei, Meng","Wang, Jian",1
"Lei, Meng","Zhu, Qingyu",1
"Lei, Meng","Yang, Huanming",1
"Li, Dawei","Tong, Wei",1
"Li, Dawei","Wang, Jin",1
"Li, Dawei","Zhang, Bo",1
"Li, Dawei","Zhang, Haiqing",1
"Li, Dawei","Zhang, Yilin",1
"Li, Dawei","Zhao, Hui",1
"Li, Dawei","Zhang, Xiaowei",1
"Li, Dawei","Li, Shuangli",1
"Cheng, Xiaojie","Li, Dawei",1
"Li, Dawei","Zhang, Xiuqing",1
"Li, Dawei","Liu, Bin",1
"Li, Dawei","Li, Songgang",1
"Li, Dawei","Liu, Siqi",1
"Dong, Wei","Li, Dawei",1
"Li, Dawei","Wang, Jun",1
"Li, Dawei","Wong, Gane Ka-Shu",1
"Li, Dawei","Yu, Jun",1
"Li, Dawei","Zhu, Qingyu",1
"Tian, Xiangjun","Tong, Wei",1
"Tong, Wei","Wang, Jin",1
"Tong, Wei","Zhang, Bo",1
"Tong, Wei","Zhang, Haiqing",1
"Tong, Wei","Zhang, Yilin",1
"Tong, Wei","Zhao, Hui",1
"Tong, Wei","Zhang, Xiaowei",1
"Li, Shuangli","Tong, Wei",1
"Cheng, Xiaojie","Tong, Wei",1
"Tong, Wei","Zhang, Xiuqing",1
"Liu, Bin","Tong, Wei",1
"Tong, Wei","Zeng, Changqing",1
"Li, Songgang","Tong, Wei",1
"Tan, Xuehai","Tong, Wei",1
"Liu, Siqi","Tong, Wei",1
"Tong, Wei","Wang, Jun",1
"Tong, Wei","Wong, Gane Ka-Shu",1
"Tong, Wei","Yu, Jun",1
"Tong, Wei","Zhu, Qingyu",1
"Tian, Xiangjun","Wang, Jin",1
"Tian, Xiangjun","Zhang, Bo",1
"Tian, Xiangjun","Zhang, Yilin",1
"Tian, Xiangjun","Zhao, Hui",1
"Li, Shuangli","Tian, Xiangjun",1
"Cheng, Xiaojie","Tian, Xiangjun",1
"Tian, Xiangjun","Zhang, Xiuqing",1
"Liu, Bin","Tian, Xiangjun",2
"Dong, Wei","Tian, Xiangjun",1
"Tian, Xiangjun","Wong, Gane Ka-Shu",1
"Tian, Xiangjun","Yu, Jun",2
"Tian, Xiangjun","Zhu, Qingyu",1
"Wang, Jin","Zhang, Bo",1
"Wang, Jin","Zhang, Haiqing",1
"Wang, Jin","Zhang, Yilin",1
"Wang, Jin","Zhao, Hui",1
"Wang, Jin","Zhang, Xiaowei",1
"Li, Shuangli","Wang, Jin",1
"Cheng, Xiaojie","Wang, Jin",1
"Wang, Jin","Zhang, Xiuqing",1
"Liu, Bin","Wang, Jin",1
"Wang, Jin","Zeng, Changqing",1
"Li, Songgang","Wang, Jin",1
"Tan, Xuehai","Wang, Jin",1
"Liu, Siqi","Wang, Jin",1
"Dong, Wei","Wang, Jin",1
"Wang, Jin","Wang, Jun",1
"Wang, Jin","Wong, Gane Ka-Shu",1
"Wang, Jin","Yu, Jun",1
"Wang, Jian","Wang, Jin",1
"Wang, Jin","Zhu, Qingyu",1
"Wang, Jin","Yang, Huanming",1
"Zhang, Bo","Zhang, Haiqing",1
"Zhang, Bo","Zhang, Yilin",1
"Zhang, Bo","Zhao, Hui",1
"Zhang, Bo","Zhang, Xiaowei",1
"Li, Shuangli","Zhang, Bo",1
"Cheng, Xiaojie","Zhang, Bo",1
"Zhang, Bo","Zhang, Xiuqing",1
"Liu, Bin","Zhang, Bo",1
"Zeng, Changqing","Zhang, Bo",1
"Li, Songgang","Zhang, Bo",1
"Tan, Xuehai","Zhang, Bo",1
"Liu, Siqi","Zhang, Bo",1
"Dong, Wei","Zhang, Bo",1
"Wang, Jun","Zhang, Bo",1
"Wong, Gane Ka-Shu","Zhang, Bo",1
"Yu, Jun","Zhang, Bo",1
"Wang, Jian","Zhang, Bo",1
"Zhang, Bo","Zhu, Qingyu",1
"Yang, Huanming","Zhang, Bo",1
"Zhang, Haiqing","Zhang, Yilin",1
"Zhang, Haiqing","Zhao, Hui",1
"Li, Shuangli","Zhang, Haiqing",1
"Cheng, Xiaojie","Zhang, Haiqing",1
"Zhang, Haiqing","Zhang, Xiuqing",1
"Liu, Bin","Zhang, Haiqing",1
"Zeng, Changqing","Zhang, Haiqing",1
"Tan, Xuehai","Zhang, Haiqing",1
"Liu, Siqi","Zhang, Haiqing",1
"Dong, Wei","Zhang, Haiqing",1
"Wong, Gane Ka-Shu","Zhang, Haiqing",1
"Yu, Jun","Zhang, Haiqing",1
"Zhang, Haiqing","Zhu, Qingyu",1
"Zhang, Yilin","Zhao, Hui",1
"Zhang, Xiaowei","Zhang, Yilin",1
"Li, Shuangli","Zhang, Yilin",1
"Cheng, Xiaojie","Zhang, Yilin",1
"Zhang, Xiuqing","Zhang, Yilin",1
"Liu, Bin","Zhang, Yilin",1
"Zeng, Changqing","Zhang, Yilin",1
"Li, Songgang","Zhang, Yilin",2
"Tan, Xuehai","Zhang, Yilin",1
"Liu, Siqi","Zhang, Yilin",1
"Dong, Wei","Zhang, Yilin",1
"Wang, Jun","Zhang, Yilin",2
"Wong, Gane Ka-Shu","Zhang, Yilin",1
"Yu, Jun","Zhang, Yilin",1
"Wang, Jian","Zhang, Yilin",2
"Zhang, Yilin","Zhu, Qingyu",1
"Yang, Huanming","Zhang, Yilin",2
"Zhang, Xiaowei","Zhao, Hui",1
"Li, Shuangli","Zhao, Hui",1
"Cheng, Xiaojie","Zhao, Hui",1
"Zhang, Xiuqing","Zhao, Hui",1
"Liu, Bin","Zhao, Hui",1
"Zeng, Changqing","Zhao, Hui",1
"Li, Songgang","Zhao, Hui",1
"Tan, Xuehai","Zhao, Hui",1
"Liu, Siqi","Zhao, Hui",1
"Dong, Wei","Zhao, Hui",1
"Wang, Jun","Zhao, Hui",1
"Wong, Gane Ka-Shu","Zhao, Hui",1
"Yu, Jun","Zhao, Hui",1
"Wang, Jian","Zhao, Hui",1
"Zhao, Hui","Zhu, Qingyu",1
"Yang, Huanming","Zhao, Hui",1
"Li, Shuangli","Zhang, Xiaowei",1
"Cheng, Xiaojie","Zhang, Xiaowei",1
"Zhang, Xiaowei","Zhang, Xiuqing",1
"Liu, Bin","Zhang, Xiaowei",1
"Tan, Xuehai","Zhang, Xiaowei",1
"Dong, Wei","Zhang, Xiaowei",1
"Wong, Gane Ka-Shu","Zhang, Xiaowei",1
"Zhang, Xiaowei","Zhu, Qingyu",1
"Cheng, Xiaojie","Li, Shuangli",1
"Li, Shuangli","Zhang, Xiuqing",1
"Li, Shuangli","Liu, Bin",1
"Li, Shuangli","Zeng, Changqing",1
"Li, Shuangli","Li, Songgang",1
"Li, Shuangli","Tan, Xuehai",1
"Li, Shuangli","Liu, Siqi",1
"Dong, Wei","Li, Shuangli",1
"Li, Shuangli","Wang, Jun",1
"Li, Shuangli","Wong, Gane Ka-Shu",1
"Li, Shuangli","Yu, Jun",1
"Li, Shuangli","Wang, Jian",1
"Li, Shuangli","Zhu, Qingyu",1
"Li, Shuangli","Yang, Huanming",1
"Cheng, Xiaojie","Zhang, Xiuqing",1
"Cheng, Xiaojie","Liu, Bin",1
"Cheng, Xiaojie","Zeng, Changqing",1
"Cheng, Xiaojie","Li, Songgang",1
"Cheng, Xiaojie","Tan, Xuehai",1
"Cheng, Xiaojie","Liu, Siqi",1
"Cheng, Xiaojie","Dong, Wei",1
"Cheng, Xiaojie","Wang, Jun",1
"Cheng, Xiaojie","Wong, Gane Ka-Shu",1
"Cheng, Xiaojie","Yu, Jun",1
"Cheng, Xiaojie","Wang, Jian",1
"Cheng, Xiaojie","Zhu, Qingyu",1
"Cheng, Xiaojie","Yang, Huanming",1
"Liu, Bin","Zhang, Xiuqing",1
"Zeng, Changqing","Zhang, Xiuqing",1
"Li, Songgang","Zhang, Xiuqing",1
"Tan, Xuehai","Zhang, Xiuqing",1
"Liu, Siqi","Zhang, Xiuqing",1
"Dong, Wei","Zhang, Xiuqing",1
"Wang, Jun","Zhang, Xiuqing",1
"Wong, Gane Ka-Shu","Zhang, Xiuqing",1
"Yu, Jun","Zhang, Xiuqing",1
"Wang, Jian","Zhang, Xiuqing",1
"Zhang, Xiuqing","Zhu, Qingyu",1
"Yang, Huanming","Zhang, Xiuqing",1
"Liu, Bin","Zeng, Changqing",1
"Li, Songgang","Liu, Bin",2
"Liu, Bin","Tan, Xuehai",1
"Liu, Bin","Liu, Siqi",2
"Dong, Wei","Liu, Bin",1
"Liu, Bin","Wang, Jun",2
"Liu, Bin","Wong, Gane Ka-Shu",1
"Liu, Bin","Yu, Jun",2
"Liu, Bin","Wang, Jian",2
"Liu, Bin","Zhu, Qingyu",1
"Liu, Bin","Yang, Huanming",2
"Li, Songgang","Zeng, Changqing",1
"Dong, Wei","Zeng, Changqing",1
"Wong, Gane Ka-Shu","Zeng, Changqing",1
"Yu, Jun","Zeng, Changqing",1
"Zeng, Changqing","Zhu, Qingyu",1
"Li, Songgang","Tan, Xuehai",1
"Li, Songgang","Liu, Siqi",2
"Dong, Wei","Li, Songgang",1
"Li, Songgang","Wong, Gane Ka-Shu",1
"Li, Songgang","Zhu, Qingyu",1
"Liu, Siqi","Tan, Xuehai",1
"Dong, Wei","Tan, Xuehai",1
"Tan, Xuehai","Wang, Jun",1
"Tan, Xuehai","Wong, Gane Ka-Shu",1
"Tan, Xuehai","Yu, Jun",1
"Tan, Xuehai","Zhu, Qingyu",1
"Dong, Wei","Liu, Siqi",1
"Liu, Siqi","Wong, Gane Ka-Shu",1
"Liu, Siqi","Zhu, Qingyu",1
"Dong, Wei","Wang, Jun",1
"Dong, Wei","Wong, Gane Ka-Shu",1
"Dong, Wei","Yu, Jun",1
"Dong, Wei","Zhu, Qingyu",1
"Wang, Jun","Wong, Gane Ka-Shu",1
"Wang, Jun","Zhu, Qingyu",1
"Wong, Gane Ka-Shu","Yu, Jun",1
"Wang, Jian","Wong, Gane Ka-Shu",1
"Wong, Gane Ka-Shu","Zhu, Qingyu",1
"Wong, Gane Ka-Shu","Yang, Huanming",1
"Yu, Jun","Zhu, Qingyu",1
"Wang, Jian","Zhu, Qingyu",1
"Yang, Huanming","Zhu, Qingyu",1
"Lee, Hyun","Mittal, Anuradha",1
"Lee, Hyun","Torres, Jaime",1
"Lee, Hyun","Mulhearn, Debbie C.",1
"Mittal, Anuradha","Patel, Kavankumar",1
"Gatuz, Joseph L.","Mittal, Anuradha",1
"Mittal, Anuradha","Truong, Lena",1
"Mittal, Anuradha","Torres, Jaime",1
"Mittal, Anuradha","Mulhearn, Debbie C.",1
"Johnson, Michael E.","Mittal, Anuradha",1
"Patel, Kavankumar","Torres, Jaime",1
"Mulhearn, Debbie C.","Patel, Kavankumar",1
"Gatuz, Joseph L.","Torres, Jaime",1
"Gatuz, Joseph L.","Mulhearn, Debbie C.",1
"Torres, Jaime","Truong, Lena",1
"Mulhearn, Debbie C.","Truong, Lena",1
"Mulhearn, Debbie C.","Torres, Jaime",1
"Johnson, Michael E.","Torres, Jaime",1
"Johnson, Michael E.","Mulhearn, Debbie C.",1
"Sevajol, Marion","Subissi, Lorenzo",1
"Decroly, Etienne","Sevajol, Marion",1
"Canard, Bruno","Sevajol, Marion",1
"Imbert, Isabelle","Sevajol, Marion",1
"Decroly, Etienne","Subissi, Lorenzo",2
"Canard, Bruno","Subissi, Lorenzo",2
"Imbert, Isabelle","Subissi, Lorenzo",2
"Canard, Bruno","Decroly, Etienne",2
"Decroly, Etienne","Imbert, Isabelle",2
"Canard, Bruno","Imbert, Isabelle",2
"Im, Hyeryeon","Jee, Sangmi",1
"Im, Hyeryeon","Lee, Gwangrog",1
"Jee, Sangmi","Lee, Gwangrog",1
"Frieman, Matthew B.","Venkataraman, Thiagarajan",1
"Kumar, Vathan","Tan, Kian-Pin",1
"Kumar, Vathan","Wang, Ying-Ming",1
"Kumar, Vathan","Lin, Sheng-Wei",1
"Kumar, Vathan","Liang, Po-Huang",1
"Tan, Kian-Pin","Wang, Ying-Ming",1
"Lin, Sheng-Wei","Tan, Kian-Pin",1
"Liang, Po-Huang","Tan, Kian-Pin",1
"Lin, Sheng-Wei","Wang, Ying-Ming",1
"Liang, Po-Huang","Wang, Ying-Ming",1
"Liang, Po-Huang","Lin, Sheng-Wei",1
"McCloskey, Brian","Zumla, Alimuddin",1
"McCloskey, Brian","Stephens, Gwen",1
"Heymann, David L","McCloskey, Brian",1
"McCloskey, Brian","Memish, Ziad A",1
"Stephens, Gwen","Zumla, Alimuddin",1
"Heymann, David L","Zumla, Alimuddin",1
"Memish, Ziad A","Zumla, Alimuddin",1
"Heymann, David L","Stephens, Gwen",1
"Memish, Ziad A","Stephens, Gwen",1
"Heymann, David L","Memish, Ziad A",1
"Chow, Ken Yan Ching","Hon, Chung Chau",1
"Chow, Ken Yan Ching","Hui, Raymond Kin Hi",1
"Chow, Ken Yan Ching","Wong, Raymond Tsz Yeung",1
"Chow, Ken Yan Ching","Yip, Chi Wai",1
"Chow, Ken Yan Ching","Zeng, Fanya",1
"Chow, Ken Yan Ching","Leung, Frederick Chi Ching",1
"Hon, Chung Chau","Hui, Raymond Kin Hi",1
"Hon, Chung Chau","Wong, Raymond Tsz Yeung",1
"Hon, Chung Chau","Yip, Chi Wai",1
"Hon, Chung Chau","Zeng, Fanya",1
"Hon, Chung Chau","Leung, Frederick Chi Ching",1
"Hui, Raymond Kin Hi","Wong, Raymond Tsz Yeung",1
"Hui, Raymond Kin Hi","Yip, Chi Wai",1
"Hui, Raymond Kin Hi","Zeng, Fanya",1
"Hui, Raymond Kin Hi","Leung, Frederick Chi Ching",1
"Wong, Raymond Tsz Yeung","Yip, Chi Wai",1
"Wong, Raymond Tsz Yeung","Zeng, Fanya",1
"Leung, Frederick Chi Ching","Wong, Raymond Tsz Yeung",1
"Yip, Chi Wai","Zeng, Fanya",1
"Leung, Frederick Chi Ching","Yip, Chi Wai",1
"Leung, Frederick Chi Ching","Zeng, Fanya",1
"Nieto-Torres, Jose L.","VerdiÃ¡ BÃ¡guena, Carmina",1
"DeDiego, Marta L.","VerdiÃ¡ BÃ¡guena, Carmina",1
"Chag, Shivali M.","Chen, Wen-Hsiang",1
"Chen, Wen-Hsiang","Poongavanam, Mohan V.",1
"Biter, Amadeo B.","Chen, Wen-Hsiang",1
"Chen, Wen-Hsiang","Ewere, Ebe A.",1
"Chen, Wen-Hsiang","Rezende, Wanderson",1
"Chen, Wen-Hsiang","Seid, Christopher A.",1
"Chen, Wen-Hsiang","Hudspeth, Elissa M.",1
"Chen, Wen-Hsiang","Pollet, Jeroen",1
"Chen, Wen-Hsiang","McAtee, C. Patrick",1
"Chen, Wen-Hsiang","Strych, Ulrich",1
"Chen, Wen-Hsiang","Hotez, Peter J.",1
"Chag, Shivali M.","Poongavanam, Mohan V.",1
"Biter, Amadeo B.","Chag, Shivali M.",1
"Chag, Shivali M.","Ewere, Ebe A.",1
"Chag, Shivali M.","Rezende, Wanderson",1
"Chag, Shivali M.","Seid, Christopher A.",1
"Chag, Shivali M.","Hudspeth, Elissa M.",1
"Chag, Shivali M.","Pollet, Jeroen",1
"Chag, Shivali M.","McAtee, C. Patrick",1
"Chag, Shivali M.","Strych, Ulrich",1
"Bottazzi, Maria Elena","Chag, Shivali M.",1
"Chag, Shivali M.","Hotez, Peter J.",1
"Biter, Amadeo B.","Poongavanam, Mohan V.",1
"Ewere, Ebe A.","Poongavanam, Mohan V.",1
"Poongavanam, Mohan V.","Rezende, Wanderson",1
"Poongavanam, Mohan V.","Seid, Christopher A.",1
"Hudspeth, Elissa M.","Poongavanam, Mohan V.",1
"Pollet, Jeroen","Poongavanam, Mohan V.",1
"McAtee, C. Patrick","Poongavanam, Mohan V.",1
"Poongavanam, Mohan V.","Strych, Ulrich",1
"Bottazzi, Maria Elena","Poongavanam, Mohan V.",1
"Hotez, Peter J.","Poongavanam, Mohan V.",1
"Biter, Amadeo B.","Ewere, Ebe A.",1
"Biter, Amadeo B.","Rezende, Wanderson",1
"Biter, Amadeo B.","Seid, Christopher A.",1
"Biter, Amadeo B.","Hudspeth, Elissa M.",1
"Biter, Amadeo B.","Pollet, Jeroen",1
"Biter, Amadeo B.","McAtee, C. Patrick",1
"Biter, Amadeo B.","Strych, Ulrich",1
"Biter, Amadeo B.","Bottazzi, Maria Elena",1
"Biter, Amadeo B.","Hotez, Peter J.",1
"Ewere, Ebe A.","Rezende, Wanderson",1
"Ewere, Ebe A.","Seid, Christopher A.",1
"Ewere, Ebe A.","Hudspeth, Elissa M.",1
"Ewere, Ebe A.","Pollet, Jeroen",1
"Ewere, Ebe A.","McAtee, C. Patrick",1
"Ewere, Ebe A.","Strych, Ulrich",1
"Bottazzi, Maria Elena","Ewere, Ebe A.",1
"Ewere, Ebe A.","Hotez, Peter J.",1
